cell,core
BaselTMA_SP41_134_X3Y8_520,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_211_X4Y6_672,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_186_X5Y4_3396,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_14_X1Y8_2293,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_112_X5Y8_2150,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_141_X11Y2_5478,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_177_X16Y5_366,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_191_X15Y7_246,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_104_X8Y4_175_410,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_114_X13Y4_896,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_191_X15Y7_215,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_206_X2Y2_1286,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_101_X10Y8_96,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_141_X11Y2_3114,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_186_X6Y4_1744,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_126_X14Y7_628,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_186_X6Y4_386,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_135_X8Y5_2838,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_206_X1Y2_2163,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_114_X13Y4_1561,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_191_X15Y7_2524,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_206_X2Y2_721,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_135_X8Y5_202,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_112_X5Y8_78,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_191_X15Y7_3090,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_114_X13Y4_1925,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_186_X6Y4_301,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_133_X3Y6_3527,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_135_X8Y5_3340,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_206_X2Y2_1060,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_126_X14Y7_1546,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_114_X13Y4_1258,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_191_X15Y7_2955,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_106_X2Y9_185,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_112_X5Y8_1058,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_191_X15Y7_803,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_112_X5Y8_2472,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_129_X7Y8_1185,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_112_X5Y8_1130,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_186_X5Y4_910,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_14_X1Y8_1761,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_186_X5Y4_4152,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_104_X8Y4_233_1857,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_211_X4Y6_289,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_11_X13Y7_44,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_14_X1Y8_1520,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_14_X1Y8_218,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_133_X3Y6_3401,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_186_X5Y4_2136,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_159_X12Y4_854,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_133_X3Y6_2819,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_186_X5Y4_3242,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_100_X15Y5_2515,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_165_X5Y6_1198,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_14_X1Y8_1091,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_135_X8Y5_2373,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_133_X3Y6_42,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_186_X5Y4_900,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_133_X3Y6_2566,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_211_X4Y6_1676,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_114_X13Y4_1149,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_100_X15Y5_3446,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_104_X8Y4_233_460,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_166_X15Y4_2189,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_133_X3Y6_1424,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_134_X3Y8_1943,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_112_X5Y8_1165,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_141_X11Y2_2045,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_11_X13Y7_882,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_133_X3Y6_2477,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_11_X13Y7_3550,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_141_X11Y2_768,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_165_X5Y6_254,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_106_X2Y9_100,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_159_X12Y4_977,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_100_X15Y5_2830,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_186_X6Y4_986,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_18_X13Y5_832,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_134_X3Y8_1347,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_114_X13Y4_861,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_133_X3Y6_3959,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_100_X15Y5_168,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_186_X5Y4_3404,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_141_X11Y2_1394,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_153_X7Y5_176,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_135_X8Y5_3054,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_191_X15Y7_2338,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_196_X5Y7_714,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_135_X8Y5_399,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_117_X13Y3_953,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_18_X13Y5_1288,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_206_X1Y2_1225,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_191_X15Y7_3558,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_114_X13Y4_1139,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_177_X16Y5_2552,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_206_X2Y2_1054,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_126_X14Y7_2112,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_117_X14Y3_22,BaselTMA_SP41_117_X14Y3
BaselTMA_SP41_135_X8Y5_1988,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_196_X5Y7_1098,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_206_X1Y2_1180,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_166_X15Y4_1777,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_11_X13Y7_2289,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_135_X8Y5_176,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_133_X3Y6_3534,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_134_X3Y8_2183,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_112_X5Y8_2239,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_211_X4Y6_1952,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_191_X15Y7_1907,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_126_X14Y7_627,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_191_X15Y7_4536,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_186_X5Y4_2530,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_177_X16Y5_540,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_11_X13Y7_854,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_159_X12Y4_378,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_104_X8Y4_233_419,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_153_X7Y5_148,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_211_X4Y6_534,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_166_X15Y4_1922,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_211_X4Y6_1628,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_117_X13Y3_1708,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_206_X2Y2_1210,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_101_X10Y8_472,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_104_X8Y4_175_1673,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_186_X6Y4_1863,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_126_X14Y7_451,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_100_X15Y5_1186,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_159_X12Y4_1924,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_165_X5Y6_691,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_206_X1Y2_2099,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_14_X1Y8_2240,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_141_X11Y2_2645,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_20_X12Y5_287,BaselTMA_SP41_20_X12Y5
BaselTMA_SP41_203_X8Y8_241,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_211_X4Y6_1875,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_186_X5Y4_3079,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_11_X13Y7_1311,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_186_X5Y4_270,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_204_X16Y4_238_405,BaselTMA_SP41_204_X16Y4_238
BaselTMA_SP41_112_X5Y8_1227,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_135_X8Y5_2778,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_104_X8Y4_175_1727,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_203_X8Y8_2291,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_166_X15Y4_1136,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_196_X5Y7_427,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_196_X5Y7_127,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_191_X15Y7_1622,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_211_X4Y6_1137,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_133_X3Y6_1805,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_133_X3Y6_291,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_133_X3Y6_4129,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_14_X1Y8_3227,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_159_X12Y4_433,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_14_X1Y8_1008,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_206_X2Y2_1731,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_18_X13Y5_1371,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_141_X11Y2_3831,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_11_X13Y7_3067,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_100_X15Y5_1339,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_203_X8Y8_2407,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_153_X7Y5_1239,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_133_X3Y6_3234,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_177_X16Y5_1294,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_186_X6Y4_362,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_100_X15Y5_2232,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_135_X8Y5_1845,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_100_X15Y5_3046,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_206_X1Y2_2299,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_187_X3Y2_137,BaselTMA_SP41_187_X3Y2
BaselTMA_SP41_114_X13Y4_2405,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_191_X15Y7_4276,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_135_X8Y5_2242,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_11_X13Y7_443,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_191_X15Y7_410,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_177_X16Y5_2025,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_101_X10Y8_3361,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_191_X15Y7_692,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_20_X12Y5_45,BaselTMA_SP41_20_X12Y5
BaselTMA_SP41_206_X2Y2_500,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_206_X1Y2_392,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_135_X8Y5_2919,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_141_X11Y2_3877,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_112_X5Y8_1452,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_135_X8Y5_2047,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_186_X5Y4_4669,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_211_X4Y6_89,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_186_X5Y4_3389,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_141_X12Y2_584,BaselTMA_SP41_141_X12Y2
BaselTMA_SP41_165_X5Y6_22,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_101_X10Y8_1492,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_117_X13Y3_3611,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_141_X11Y2_1974,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_133_X3Y6_1494,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_104_X8Y4_175_83,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_101_X10Y8_1985,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_11_X13Y7_1291,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_177_X16Y5_2211,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_104_X8Y4_233_526,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_203_X8Y8_2147,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_100_X15Y5_670,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_191_X15Y7_1655,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_114_X13Y4_2698,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_11_X13Y7_157,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_166_X15Y4_15,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_186_X5Y4_2122,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_196_X5Y7_1209,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_104_X8Y4_233_24,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_112_X5Y8_2039,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_204_X16Y4_238_357,BaselTMA_SP41_204_X16Y4_238
BaselTMA_SP41_126_X14Y7_1602,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_166_X15Y4_94,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_166_X15Y4_1103,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_135_X8Y5_2469,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_159_X12Y4_576,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_101_X10Y8_1695,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_11_X13Y7_395,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_126_X14Y7_1176,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_106_X2Y9_1114,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_186_X5Y4_3754,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_186_X6Y4_1587,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_114_X14Y4_4,BaselTMA_SP41_114_X14Y4
BaselTMA_SP41_101_X10Y8_243,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_159_X12Y4_858,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_20_X12Y5_181,BaselTMA_SP41_20_X12Y5
BaselTMA_SP41_177_X16Y5_656,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_14_X1Y8_2105,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_206_X1Y2_3213,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_206_X1Y2_321,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_159_X12Y4_856,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_141_X11Y2_4426,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_211_X4Y6_192,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_135_X8Y5_2824,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_141_X11Y2_2276,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_141_X11Y2_4703,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_177_X16Y5_2007,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_101_X10Y8_1060,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_106_X2Y9_545,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_100_X15Y5_2452,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_206_X2Y2_148,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_206_X1Y2_1510,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_141_X11Y2_1976,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_117_X13Y3_3234,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_101_X10Y8_2673,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_203_X8Y8_2033,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_135_X8Y5_2187,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_11_X13Y7_4009,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_191_X15Y7_1596,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_14_X1Y8_664,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_133_X3Y6_4116,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_100_X15Y5_1946,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_117_X13Y3_3266,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_206_X2Y2_1399,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_133_X3Y6_3585,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_117_X13Y3_2820,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_166_X15Y4_2218,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_133_X3Y6_1545,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_191_X15Y7_2309,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_141_X11Y2_1627,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_141_X11Y2_5140,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_133_X3Y6_260,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_101_X10Y8_440,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_206_X2Y2_1027,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_191_X15Y7_4344,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_153_X7Y5_905,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_166_X15Y4_2195,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_133_X3Y6_676,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_165_X5Y6_897,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_211_X4Y6_2255,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_203_X8Y8_1465,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_126_X14Y7_365,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_135_X8Y5_1804,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_114_X13Y4_1033,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_117_X13Y3_4218,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_18_X13Y5_738,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_141_X11Y2_4341,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_112_X5Y8_2595,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_104_X8Y4_233_633,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_211_X4Y6_24,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_106_X2Y9_412,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_106_X2Y9_56,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_133_X3Y6_2452,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_191_X15Y7_2568,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_14_X1Y8_1541,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_166_X15Y4_1901,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_133_X3Y6_1374,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_133_X3Y6_3263,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_14_X1Y8_459,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_177_X16Y5_1799,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_159_X12Y4_2358,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_177_X16Y5_954,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_14_X1Y8_1471,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_177_X16Y5_70,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_141_X11Y2_4590,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_117_X13Y3_4303,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_166_X15Y4_2566,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_166_X15Y4_119,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_186_X6Y4_935,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_211_X4Y6_1182,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_186_X5Y4_3683,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_166_X15Y4_181,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_211_X4Y6_2079,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_134_X3Y8_1563,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_196_X5Y7_492,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_135_X8Y5_2970,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_101_X10Y8_389,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_153_X7Y5_661,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_18_X13Y5_898,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_165_X5Y6_296,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_117_X13Y3_1542,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_134_X3Y8_319,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_133_X3Y6_189,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_177_X16Y5_2416,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_11_X13Y7_3400,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_114_X13Y4_1098,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_186_X5Y4_423,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_101_X10Y8_2088,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_196_X5Y7_214,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_206_X2Y2_458,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_186_X5Y4_210,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_126_X14Y7_565,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_196_X5Y7_379,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_196_X5Y7_117,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_14_X1Y8_2753,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_100_X15Y5_1769,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_159_X12Y4_1136,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_191_X15Y7_1268,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_133_X3Y6_363,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_141_X11Y2_725,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_129_X7Y8_540,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_166_X15Y4_1498,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_104_X8Y4_233_1360,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_141_X11Y2_3314,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_104_X8Y4_233_1714,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_141_X11Y2_366,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_191_X15Y7_2412,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_166_X15Y4_112,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_159_X12Y4_695,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_134_X3Y8_2055,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_177_X16Y5_1247,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_14_X1Y8_595,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_11_X13Y7_4024,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_100_X15Y5_2420,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_14_X1Y8_2672,BaselTMA_SP41_14_X1Y8
